Home,Away,Wk,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Bayern Munich,Leverkusen,1,3,1,H,13,19,8,4,13,17,4,5,1,2,0,0,1.25,6,12
Freiburg,Eint Frankfurt,1,0,1,A,17,8,8,4,20,20,4,5,2,1,0,0,2.88,3.1,2.63
Hamburger SV,Augsburg,1,2,0,H,12,5,3,2,13,17,5,4,1,2,0,0,1.95,3.39,4
Hertha BSC,Stuttgart,1,1,1,D,15,13,4,4,14,16,4,5,1,5,0,0,2.29,3.39,3.1
Hoffenheim,Werder Bremen,1,1,1,D,8,10,4,5,9,12,5,7,1,0,0,0,1.91,3.6,4
M'Gladbach,Köln,1,3,3,D,23,13,7,6,11,15,9,3,0,1,0,0,2.75,3.39,2.54
Mainz 05,Hannover 96,1,3,2,H,14,9,4,2,14,17,4,2,1,1,0,0,1.7,3.75,5.25
Schalke 04,RB Leipzig,1,2,0,H,11,12,5,3,22,18,4,5,2,2,0,0,2.8,3.4,2.5
Wolfsburg,Dortmund,1,0,3,A,9,13,0,5,7,15,3,5,0,0,0,0,3.8,4,1.85
Augsburg,M'Gladbach,2,2,2,D,24,15,9,3,13,12,10,0,2,2,0,0,3.25,3.4,2.25
Dortmund,Hertha BSC,2,1,0,H,25,8,9,4,14,10,12,2,2,1,0,0,1.44,4.75,7
Eint Frankfurt,Wolfsburg,2,0,1,A,12,7,6,3,18,19,7,2,3,1,0,0,2.3,3.25,3.3
Hannover 96,Schalke 04,2,3,2,H,18,7,7,4,16,15,8,1,2,2,0,0,4.33,3.39,1.9
Köln,Hamburger SV,2,1,1,D,12,7,4,3,12,19,4,2,1,1,0,0,1.66,4.2,4.75
Leverkusen,Hoffenheim,2,0,2,A,15,9,6,4,18,16,9,4,2,2,0,0,1.53,4.33,6
RB Leipzig,Freiburg,2,1,2,A,15,14,3,5,12,10,3,7,1,1,0,0,1.55,4,6.5
Stuttgart,Mainz 05,2,1,0,H,17,13,4,6,12,18,5,6,2,1,0,0,2.3,3.4,3.1
Werder Bremen,Bayern Munich,2,0,2,A,4,19,1,8,9,10,2,8,1,1,0,0,11,6.5,1.25
Augsburg,Köln,3,0,2,A,8,17,2,6,11,18,8,5,0,2,0,0,2.89,3.39,2.45
Freiburg,Dortmund,3,2,3,A,16,17,5,7,13,16,5,2,2,1,0,0,5,3.79,1.7
Hamburger SV,RB Leipzig,3,2,1,H,9,12,4,3,12,12,6,6,0,0,0,0,3.5,3.5,2.1
Hertha BSC,Werder Bremen,3,2,1,H,10,14,6,4,16,20,4,2,1,2,0,0,2.89,3.5,2.37
Hoffenheim,Bayern Munich,3,2,2,D,10,15,5,5,14,11,1,9,0,2,0,0,8.5,5,1.36
M'Gladbach,Eint Frankfurt,3,0,1,A,15,12,3,6,17,17,13,5,3,2,0,0,1.83,3.6,4.5
Mainz 05,Leverkusen,3,3,1,H,14,13,5,2,16,15,1,3,2,2,0,0,3,3.4,2.38
Schalke 04,Stuttgart,3,3,1,H,12,11,4,2,15,19,2,1,1,1,0,0,1.7,3.75,5
Wolfsburg,Hannover 96,3,1,3,A,10,14,1,5,14,17,2,6,3,2,0,0,2.2,3.39,3.29
Bayern Munich,Mainz 05,4,4,0,H,28,11,14,4,9,5,10,5,2,2,0,0,1.13,10,19
Dortmund,Köln,4,2,1,H,18,12,3,5,7,13,6,4,0,0,0,0,1.5,4.33,6.5
Eint Frankfurt,Augsburg,4,1,2,A,23,11,8,3,13,13,4,4,2,3,0,0,1.85,3.5,4.5
Hannover 96,Hamburger SV,4,1,0,H,11,11,5,4,12,15,10,4,3,3,0,1,2.04,3.39,3.75
Hoffenheim,Hertha BSC,4,3,1,H,15,20,9,6,10,12,5,8,2,3,0,0,2,3.29,4
Leverkusen,Freiburg,4,2,1,H,17,9,5,2,14,13,8,10,3,2,0,0,1.33,5.25,9
RB Leipzig,M'Gladbach,4,2,2,D,10,10,3,3,13,12,3,2,1,1,1,0,1.67,3.8,5.5
Stuttgart,Wolfsburg,4,1,0,H,8,8,4,1,14,19,2,3,2,3,0,0,2.3,3.5,3
Werder Bremen,Schalke 04,4,1,2,A,16,11,2,4,15,17,6,5,2,2,0,0,2.8,3.5,2.5
Augsburg,RB Leipzig,5,1,0,H,11,14,4,3,15,17,3,2,2,2,0,0,3.5,3.5,2.1
Freiburg,Hannover 96,5,1,3,A,20,12,6,4,9,9,6,7,2,2,0,1,1.95,3.4,4
Hamburger SV,Dortmund,5,0,0,D,5,27,2,3,10,11,0,7,0,0,1,0,7.5,5,1.4
Hertha BSC,Leverkusen,5,4,4,D,18,20,7,10,9,16,6,5,0,1,0,0,4.33,3.79,1.8
Köln,Eint Frankfurt,5,1,1,D,13,5,6,3,14,19,4,3,0,2,0,0,2.2,3.39,3.39
M'Gladbach,Stuttgart,5,2,0,H,9,11,3,4,9,8,4,1,0,1,0,0,1.7,3.8,5
Mainz 05,Hoffenheim,5,1,0,H,8,4,3,1,22,22,4,1,3,3,0,1,2.2,3.3,3.4
Schalke 04,Bayern Munich,5,0,3,A,11,12,4,8,13,11,2,6,1,1,0,0,7,4.75,1.44
Wolfsburg,Werder Bremen,5,1,1,D,13,11,4,4,10,18,3,4,1,2,0,0,2.05,3.5,3.6
Bayern Munich,Wolfsburg,6,2,2,D,19,8,3,3,9,11,7,3,1,2,0,0,1.14,8.5,19
Dortmund,M'Gladbach,6,6,1,H,18,8,9,5,2,6,7,0,0,1,0,0,1.44,4.75,7
Hannover 96,Köln,6,3,0,H,18,13,7,2,16,23,7,8,0,3,0,0,2.79,3.39,2.5
Hoffenheim,Schalke 04,6,0,2,A,2,10,0,6,12,20,1,5,1,2,1,0,2.5,3.3,2.9
Leverkusen,Hamburger SV,6,4,0,H,22,4,9,1,4,13,5,4,0,2,0,0,1.45,4.5,7
Mainz 05,Hertha BSC,6,0,1,A,14,6,6,2,18,14,13,1,3,5,0,0,2,3.4,4
RB Leipzig,Eint Frankfurt,6,2,1,H,17,9,5,3,9,16,2,4,1,2,0,0,1.7,3.8,5
Stuttgart,Augsburg,6,0,0,D,15,9,2,2,7,14,5,3,1,2,0,0,2.1,3.4,3.6
Werder Bremen,Freiburg,6,3,1,H,13,8,6,2,14,12,7,3,0,3,0,0,1.83,3.75,4.2
Augsburg,Dortmund,7,1,2,A,10,14,5,8,23,12,5,5,4,1,0,0,7.5,4.5,1.44
Eint Frankfurt,Stuttgart,7,2,1,H,10,13,6,5,10,17,3,6,1,1,1,0,1.95,3.5,4
Freiburg,Hoffenheim,7,0,2,A,15,10,2,7,15,8,3,4,2,0,0,0,2.5,3.2,3
Hamburger SV,Werder Bremen,7,1,0,H,7,9,3,3,13,16,0,5,2,2,0,0,2.5,3.29,2.89
Hertha BSC,Bayern Munich,7,0,3,A,6,14,2,8,11,19,2,7,1,0,0,0,6.25,4.59,1.44
Köln,RB Leipzig,7,4,0,H,10,11,8,5,14,10,0,7,2,0,0,0,3.29,3.6,2.1
M'Gladbach,Hannover 96,7,3,1,H,13,8,5,3,7,16,9,4,0,3,0,0,1.8,3.6,4.5
Schalke 04,Leverkusen,7,1,1,D,14,10,5,6,19,16,7,4,2,3,0,0,2.3,3.4,3.1
Wolfsburg,Mainz 05,7,1,1,D,6,10,2,3,7,13,5,6,4,4,1,0,2.1,3.4,3.6
Bayern Munich,Freiburg,8,1,0,H,26,7,8,1,7,12,13,1,0,0,0,0,1.08,12,26
Dortmund,RB Leipzig,8,2,3,A,15,7,8,6,16,19,3,2,2,5,1,1,1.5,4.5,6.5
Hannover 96,Eint Frankfurt,8,1,2,A,21,10,6,6,6,26,9,3,0,4,0,0,2.6,3.2,2.79
Hertha BSC,Schalke 04,8,1,0,H,11,8,3,1,17,17,2,6,1,2,0,0,3.3,3.4,2.2
Hoffenheim,Augsburg,8,2,2,D,8,12,5,3,9,14,6,3,0,2,0,1,2.04,3.25,3.79
Leverkusen,Wolfsburg,8,2,2,D,17,11,10,4,16,13,11,2,2,2,0,0,1.53,4.33,6
Mainz 05,Hamburger SV,8,2,0,H,14,11,3,0,16,10,4,4,1,2,0,0,2.29,3.29,3.2
Stuttgart,Köln,8,2,0,H,5,21,2,7,15,10,1,9,6,1,1,0,3.1,3.75,2.14
Werder Bremen,M'Gladbach,8,0,2,A,18,16,5,8,11,10,5,5,1,0,0,0,2.63,3.5,2.6
Augsburg,Hannover 96,9,1,0,H,15,9,5,6,5,12,6,4,1,1,0,0,1.95,3.39,4.2
Eint Frankfurt,Dortmund,9,2,2,D,14,20,7,7,14,10,4,4,2,3,0,0,5,3.75,1.72
Freiburg,Hertha BSC,9,1,1,D,5,15,1,7,15,18,5,4,2,3,0,0,2.29,3.39,3.1
Hamburger SV,Bayern Munich,9,0,4,A,5,17,1,4,8,8,4,5,1,0,0,0,10,5.5,1.3
Köln,Werder Bremen,9,1,0,H,14,11,3,2,17,15,6,4,1,3,0,0,1.75,4,4.33
M'Gladbach,Leverkusen,9,1,5,A,19,13,3,6,12,11,4,4,3,0,0,0,2.45,3.39,2.87
RB Leipzig,Stuttgart,9,1,0,H,15,11,3,2,10,18,3,5,0,1,0,0,1.53,4,7
Schalke 04,Mainz 05,9,2,0,H,14,4,5,2,17,15,5,1,3,0,0,0,1.8,3.7,4.5
Wolfsburg,Hoffenheim,9,3,3,D,20,10,8,6,14,19,4,2,1,1,0,0,2,3.39,4
Bayern Munich,RB Leipzig,10,2,0,H,23,3,7,1,7,9,11,1,1,0,0,1,1.33,5.5,8.5
Hannover 96,Dortmund,10,0,3,A,6,17,2,7,15,14,4,3,3,0,0,0,7,4.75,1.44
Hertha BSC,Hamburger SV,10,2,1,H,13,12,6,4,13,7,3,4,0,2,0,0,2.1,3.5,3.5
Hoffenheim,M'Gladbach,10,2,4,A,16,8,8,5,15,12,8,2,2,1,0,0,2.89,3.25,2.5
Leverkusen,Köln,10,2,2,D,16,6,3,4,16,11,6,1,2,2,0,0,2.05,3.6,3.6
Mainz 05,Eint Frankfurt,10,1,1,D,7,8,3,3,15,21,5,5,0,2,0,0,2.79,3.2,2.54
Schalke 04,Wolfsburg,10,1,1,D,14,7,7,2,18,12,4,2,0,0,0,0,1.75,3.6,5
Stuttgart,Freiburg,10,2,1,H,22,17,7,3,12,13,5,4,2,3,0,0,1.83,3.6,4.33
Werder Bremen,Augsburg,10,0,3,A,16,18,3,6,15,11,7,3,2,0,0,0,2.29,3.29,3.2
Augsburg,Leverkusen,11,1,1,D,14,11,4,3,13,15,6,3,3,2,0,0,3.5,3.6,2.04
Dortmund,Bayern Munich,11,1,3,A,15,10,4,5,12,16,4,3,2,2,0,0,3.29,3.79,2.04
Eint Frankfurt,Werder Bremen,11,2,1,H,16,13,5,7,11,13,7,8,0,0,0,0,1.75,3.75,4.75
Freiburg,Schalke 04,11,2,2,D,11,21,3,7,9,22,5,7,0,0,0,0,3.75,3.5,2
Hamburger SV,Stuttgart,11,1,2,A,7,10,2,5,10,9,1,3,2,1,0,0,2.62,3.2,2.79
Köln,Hoffenheim,11,1,1,D,8,9,2,4,15,20,5,2,2,2,0,0,1.67,3.8,5.5
M'Gladbach,Mainz 05,11,1,1,D,10,20,3,7,5,14,9,9,1,0,0,0,1.61,4,5.5
RB Leipzig,Hannover 96,11,1,1,D,14,8,5,2,14,19,3,3,0,2,0,0,1.5,4.2,7
Wolfsburg,Hertha BSC,11,1,1,D,17,7,6,2,13,20,3,1,0,1,0,0,1.83,3.6,4.5
Bayern Munich,Augsburg,12,3,0,H,16,8,6,3,13,16,6,3,0,3,0,0,1.16,8,15
Hertha BSC,M'Gladbach,12,0,1,A,20,15,5,4,14,11,10,6,2,1,0,0,2.62,3.39,2.7
Hoffenheim,Eint Frankfurt,12,1,2,A,15,7,5,5,15,13,4,2,1,3,0,0,2.7,3.25,2.7
Leverkusen,RB Leipzig,12,2,2,D,13,12,3,3,14,13,2,1,5,2,1,0,2.29,3.5,3
Mainz 05,Köln,12,2,3,A,20,18,6,6,9,13,5,11,3,3,0,0,2.7,3.4,2.6
Schalke 04,Hamburger SV,12,2,0,H,16,6,7,0,19,16,2,2,2,2,0,1,1.55,3.79,6.5
Stuttgart,Dortmund,12,2,1,H,9,13,4,7,16,12,5,4,2,0,0,0,4.2,3.89,1.8
Werder Bremen,Hannover 96,12,1,0,H,14,6,3,1,16,15,11,2,1,1,0,0,1.83,3.6,4.5
Wolfsburg,Freiburg,12,4,1,H,16,6,8,1,12,17,5,10,2,3,0,0,1.64,4,5.25
Augsburg,Wolfsburg,13,2,1,H,23,4,8,3,7,12,6,1,1,2,0,1,2.37,3.29,3.1
Dortmund,Schalke 04,13,4,4,D,11,12,6,7,17,19,3,5,5,5,1,0,1.72,4.2,4.33
Eint Frankfurt,Leverkusen,13,0,1,A,12,13,3,4,18,14,9,2,4,3,0,0,2.62,3.5,2.62
Freiburg,Mainz 05,13,1,1,D,15,12,8,4,13,19,8,3,4,5,0,1,2,3.5,3.75
Hamburger SV,Hoffenheim,13,1,1,D,20,11,8,3,20,15,6,1,4,3,0,0,2.54,3.29,2.79
Hannover 96,Stuttgart,13,3,1,H,21,3,12,2,14,10,11,3,2,2,0,1,2.45,3.39,2.87
Köln,Hertha BSC,13,3,1,H,16,13,6,4,21,11,7,4,3,1,0,0,1.28,6,9.5
M'Gladbach,Bayern Munich,13,2,1,H,6,21,2,7,12,9,2,5,1,1,0,0,5.75,4.75,1.5
RB Leipzig,Werder Bremen,13,2,0,H,14,9,6,3,9,10,8,8,0,1,0,0,1.5,4.33,6.5
Bayern Munich,Hannover 96,14,6,0,H,18,1,7,0,4,9,11,1,1,2,0,0,1.12,9,21
Freiburg,Hamburger SV,14,3,4,A,6,25,3,11,20,14,4,9,3,3,0,0,2.25,3.25,3.2
Hertha BSC,Eint Frankfurt,14,1,2,A,10,12,2,4,15,16,6,5,3,3,0,0,2.38,3.2,3.1
