HomeTeam,AwayTeam,HomeGoals,AwayGoals,FTR,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,B365H,B365D,B365A
Fiorentina,Juventus,0,3,A,12,9,7,6,14,8,4,9,6,3,0,0,6,3.75,1.61
Sampdoria,Bologna,4,1,H,8,8,6,4,14,10,1,4,3,3,0,0,2,3.3,4
SPAL,Empoli,2,2,D,9,13,5,8,14,14,4,9,3,3,1,0,2.4,3.3,3
Chievo,Lazio,1,1,D,5,19,2,7,11,11,4,6,4,2,0,0,8,4.2,1.44
Frosinone,Cagliari,1,1,D,25,18,11,7,13,15,5,1,1,7,0,1,3,3.3,2.4
Milan,Parma,2,1,H,19,7,6,1,9,15,8,8,2,2,0,0,1.4,5,7.5
Roma,Inter,2,2,D,15,16,6,7,11,13,4,7,1,1,0,0,2.8,3.4,2.45
Sassuolo,Udinese,0,0,D,17,3,3,1,13,16,13,2,3,2,0,0,1.9,3.5,4
Torino,Genoa,2,1,H,23,8,10,2,14,20,5,5,3,4,0,1,1.75,3.75,4.75
Atalanta,Napoli,1,2,A,9,9,3,5,8,7,12,6,1,2,0,0,3.3,3.6,2.14
Juventus,Inter,1,0,H,14,8,6,4,13,16,10,8,2,2,0,0,1.53,3.8,6.5
Cagliari,Roma,2,2,D,10,14,5,7,17,12,7,5,3,1,2,0,4.5,3.6,1.83
Lazio,Sampdoria,2,2,D,20,4,11,3,13,11,10,6,3,6,0,1,1.44,4.75,7
Napoli,Frosinone,4,0,H,18,6,10,2,6,10,9,3,1,2,0,0,1.16,8,15
Empoli,Bologna,2,1,H,9,14,5,8,6,8,4,8,2,2,0,0,1.95,3.5,4
Genoa,SPAL,1,1,D,6,16,3,7,9,10,1,6,1,5,1,0,2,3.3,4
Milan,Torino,0,0,D,11,10,4,4,10,16,11,3,2,3,0,0,1.85,3.6,4.33
Parma,Chievo,1,1,D,12,7,7,1,17,18,8,2,4,4,0,1,2.04,3.3,3.8
Sassuolo,Fiorentina,3,3,D,11,11,7,6,12,12,6,10,4,5,1,1,2.8,3.2,2.6
Udinese,Atalanta,1,3,A,5,12,2,4,17,6,2,7,1,1,0,0,4.33,3.75,1.8
Inter,Udinese,1,0,H,15,7,4,1,11,8,10,0,3,1,0,0,1.3,5,11
Torino,Juventus,0,1,A,5,7,3,4,17,13,7,5,2,4,0,0,6.5,3.6,1.61
Cagliari,Napoli,0,1,A,6,13,2,5,15,9,2,10,2,2,0,0,7.5,4.5,1.44
Fiorentina,Empoli,3,1,H,15,8,9,4,20,18,2,3,2,1,0,0,1.75,3.75,4.75
Frosinone,Sassuolo,0,2,A,9,13,3,3,18,10,6,5,3,2,0,0,3.6,3.5,2.04
Roma,Genoa,3,2,H,14,11,7,8,10,15,6,4,2,2,0,0,1.44,4.75,7
Sampdoria,Parma,2,0,H,12,2,10,0,10,7,8,4,2,1,0,0,1.83,3.6,4.5
SPAL,Chievo,0,0,D,10,8,3,6,14,18,6,4,2,4,0,0,2.04,3.3,3.8
Atalanta,Lazio,1,0,H,4,11,2,3,10,17,7,7,2,4,0,0,2.2,3.6,3.1
Bologna,Milan,0,0,D,7,11,6,4,12,12,2,1,2,5,0,1,4.2,3.4,1.95
Chievo,Inter,1,1,D,6,9,3,3,10,10,5,7,3,2,0,0,8.5,4.33,1.4
Empoli,Sampdoria,2,4,A,6,15,3,12,14,9,8,5,3,4,0,0,2.3,3.4,3.1
Genoa,Atalanta,3,1,H,15,10,7,6,13,13,9,6,3,2,0,2,4,3.6,1.9
Juventus,Roma,1,0,H,15,4,7,4,9,12,13,2,0,3,0,0,1.44,4.33,8
Lazio,Cagliari,3,1,H,15,9,10,5,16,9,7,5,2,1,0,0,1.33,5,9
Milan,Fiorentina,0,1,A,11,7,7,1,10,18,9,7,3,4,0,0,2.3,3.25,3.25
Napoli,SPAL,1,0,H,15,10,8,6,13,8,3,5,2,2,0,0,1.2,7,13
Parma,Bologna,0,0,D,7,5,1,2,8,9,4,2,3,3,0,0,2.54,3.1,3
Sassuolo,Torino,1,1,D,11,4,6,3,12,15,12,2,2,3,0,0,2.62,3.2,2.8
Udinese,Frosinone,1,1,D,9,10,1,6,11,16,2,5,2,4,0,0,1.7,3.7,5.25
Atalanta,Juventus,2,2,D,10,10,6,3,17,16,5,5,4,4,0,1,4.75,3.5,1.8
Bologna,Lazio,0,2,A,6,11,3,7,15,18,1,7,2,0,0,0,5,3.8,1.72
Cagliari,Genoa,1,0,H,12,10,7,4,8,9,4,4,3,3,0,0,2.3,3.2,3.3
Fiorentina,Parma,0,1,A,16,3,7,2,15,15,9,2,4,4,1,0,1.6,3.8,6
Frosinone,Milan,0,0,D,11,16,5,8,10,12,3,6,2,1,0,0,5.25,3.75,1.7
Inter,Napoli,1,0,H,9,9,5,4,12,8,5,0,3,4,0,2,2.75,3.3,2.62
Roma,Sassuolo,3,1,H,16,8,10,3,15,16,8,5,1,1,0,0,1.61,4,5.25
Sampdoria,Chievo,2,0,H,10,7,6,1,22,19,4,1,2,1,0,0,1.75,3.7,5
SPAL,Udinese,0,0,D,7,3,4,1,10,14,7,2,1,2,0,0,2.5,3.1,3.1
Torino,Empoli,3,0,H,13,5,10,1,9,9,5,1,1,3,0,1,1.7,3.8,5
Chievo,Frosinone,1,0,H,9,12,3,4,16,20,4,2,4,6,0,1,2.3,3,3.4
Empoli,Inter,0,1,A,7,7,3,6,14,4,4,6,1,1,0,0,6.5,4.2,1.5
Genoa,Fiorentina,0,0,D,7,8,3,6,21,8,7,3,2,1,0,0,2.54,3.25,2.7
Juventus,Sampdoria,2,1,H,15,7,8,3,13,16,6,3,2,2,0,0,1.2,6.5,13
Lazio,Torino,1,1,D,10,7,5,6,20,22,7,3,4,4,1,1,1.75,3.6,4.6
Milan,SPAL,2,1,H,11,9,6,4,15,10,11,2,4,2,1,0,1.5,4,7
Napoli,Bologna,3,2,H,14,10,9,4,14,10,6,5,2,2,0,0,1.28,5.5,10
Parma,Roma,0,2,A,3,19,2,8,7,11,2,7,1,1,0,0,4.75,3.8,1.7
Sassuolo,Atalanta,2,6,A,13,13,8,9,10,10,1,8,1,2,0,0,3.4,3.5,2.04
Udinese,Cagliari,2,0,H,19,4,7,1,11,15,6,6,3,2,1,1,2.3,3.1,3.2
Inter,Sassuolo,0,0,D,8,11,4,6,16,16,11,0,1,3,0,0,1.4,4.75,8
Roma,Torino,3,2,H,11,8,9,3,17,17,6,3,2,3,0,0,1.6,4,5.75
Udinese,Parma,1,2,A,17,7,9,4,17,15,8,2,3,1,0,0,2.1,3.1,4
Cagliari,Empoli,2,2,D,13,9,3,4,11,10,4,7,0,0,0,0,2,3.5,3.8
Fiorentina,Sampdoria,3,3,D,8,9,4,5,15,22,4,7,6,4,1,0,1.8,3.6,4.5
Frosinone,Atalanta,0,5,A,5,14,3,8,12,11,4,8,2,0,0,0,8.5,4.5,1.4
Napoli,Lazio,2,1,H,17,13,13,9,6,12,7,8,1,5,0,1,1.9,3.6,4
SPAL,Bologna,1,1,D,13,12,9,6,13,18,7,7,2,3,0,0,2.5,3.1,3.1
Genoa,Milan,0,2,A,13,9,7,7,14,17,5,6,3,3,0,0,3.2,3.2,2.37
Juventus,Chievo,3,0,H,19,7,11,3,10,7,12,5,1,2,0,0,1.11,10,21
Milan,Napoli,0,0,D,12,14,7,8,7,11,6,8,1,3,0,1,3.75,3.5,2
Sampdoria,Udinese,4,0,H,14,6,9,0,14,13,1,1,2,4,0,0,1.83,3.5,4.75
Sassuolo,Cagliari,3,0,H,11,7,9,3,14,17,4,12,1,1,0,0,2,3.3,4
Atalanta,Roma,3,3,D,14,7,6,5,7,13,9,2,0,3,0,0,2.15,3.6,3.25
Bologna,Frosinone,0,4,A,8,4,2,4,15,13,9,2,3,4,1,0,1.65,3.75,5.5
Chievo,Fiorentina,3,4,A,14,11,8,7,19,18,7,5,3,1,0,1,4.5,3.5,1.83
Lazio,Juventus,1,2,A,11,4,5,3,11,13,8,1,2,5,0,0,4.2,3.5,1.9
Parma,SPAL,2,3,A,9,15,5,6,9,13,1,10,2,4,0,0,2.4,3,3.3
Torino,Inter,1,0,H,7,9,4,4,19,12,6,7,3,3,0,1,3.6,3.3,2.1
Empoli,Genoa,1,3,A,13,12,7,7,8,7,1,3,1,2,0,0,2.37,3.4,3
Empoli,Chievo,2,2,D,11,10,9,4,9,12,10,6,0,2,0,0,1.95,3.5,4
Juventus,Parma,3,3,D,18,11,9,5,6,11,12,4,1,2,0,0,1.18,7,17
Napoli,Sampdoria,3,0,H,18,8,14,2,4,12,5,3,0,3,0,0,1.36,5,8.5
Genoa,Sassuolo,1,1,D,4,11,2,8,11,15,4,6,1,3,0,0,2.5,3.3,2.87
Inter,Bologna,0,1,A,12,8,3,7,13,17,6,7,1,2,0,0,1.33,5.25,9
Roma,Milan,1,1,D,11,6,9,5,15,9,10,2,3,4,0,0,2.15,3.5,3.4
SPAL,Torino,0,0,D,8,5,1,1,24,27,11,6,5,5,0,1,3.7,3.25,2.15
Udinese,Fiorentina,1,1,D,7,9,2,4,13,14,1,10,3,3,0,0,3.6,3.3,2.1
Cagliari,Atalanta,0,1,A,8,10,2,6,18,11,2,4,0,2,0,0,5,4.1,1.66
Frosinone,Lazio,0,1,A,9,11,4,5,8,14,2,2,1,5,0,0,7,4.75,1.44
Lazio,Empoli,1,0,H,8,3,4,1,13,8,3,2,1,1,0,0,1.3,5.25,9.5
Chievo,Roma,0,3,A,11,11,6,9,6,9,7,7,1,2,0,0,5.75,4.33,1.53
Fiorentina,Napoli,0,0,D,10,12,4,4,9,17,5,5,2,4,0,0,4,3.6,1.9
Parma,Inter,0,1,A,6,13,2,7,17,12,2,10,2,2,0,0,5.25,3.8,1.66
Atalanta,SPAL,2,1,H,8,5,5,3,14,12,9,4,1,3,0,0,1.28,5.5,11
Bologna,Genoa,1,1,D,7,9,4,6,17,13,13,3,2,2,0,0,2.25,3.1,3.5
Milan,Cagliari,3,0,H,17,7,10,3,12,11,2,5,0,1,0,0,1.4,4.75,8.5
Sampdoria,Frosinone,0,1,A,11,3,7,1,10,21,9,2,3,3,0,0,1.5,4,8
Sassuolo,Juventus,0,3,A,9,10,2,5,17,8,8,4,0,0,0,0,7,3.75,1.57
Torino,Udinese,1,0,H,12,10,7,6,21,21,9,2,2,4,0,1,1.72,3.6,5.25
Juventus,Frosinone,3,0,H,11,7,8,1,13,19,5,7,2,3,0,0,1.12,9.5,19
Atalanta,Milan,1,3,A,12,6,5,3,10,9,5,2,1,2,0,0,2,3.4,3.9
Cagliari,Parma,2,1,H,12,6,3,3,21,11,1,4,5,1,1,0,2,3.3,4
Empoli,Sassuolo,3,0,H,7,5,6,2,11,10,3,3,1,3,0,0,2.7,3.4,2.6
Genoa,Lazio,2,1,H,14,6,6,6,12,12,7,3,3,2,0,0,3.2,3.4,2.25
Inter,Sampdoria,2,1,H,14,6,7,2,10,11,9,5,3,1,0,0,1.61,3.75,6
Napoli,Torino,0,0,D,20,6,10,1,18,13,15,4,5,3,0,0,1.44,4.33,8
SPAL,Fiorentina,1,4,A,6,15,4,9,14,14,3,10,3,4,0,0,3.6,3.2,2.15
Udinese,Chievo,1,0,H,11,13,7,9,11,21,6,4,5,4,0,0,1.83,3.4,4.75
Roma,Bologna,2,1,H,9,14,4,10,15,15,9,7,3,4,0,0,1.44,4.33,8
Milan,Empoli,3,0,H,10,4,7,1,13,9,6,2,1,1,0,0,1.44,4.33,7
Frosinone,Roma,2,3,A,9,7,5,5,18,11,4,8,2,2,0,0,6.5,4.5,1.45
Torino,Atalanta,2,0,H,11,9,7,4,17,18,4,4,2,1,0,0,3.2,3.3,2.3
Bologna,Juventus,0,1,A,13,5,4,4,12,17,4,5,2,2,0,0,7.5,4.5,1.44
Chievo,Genoa,0,0,D,8,6,5,2,20,22,4,6,2,3,0,0,3.3,3.2,2.3
Fiorentina,Inter,3,3,D,10,7,2,6,13,15,9,6,2,4,0,0,2.7,3.3,2.7
Parma,Napoli,0,4,A,8,14,2,5,13,7,5,2,2,1,0,0,7,4.5,1.44
Sampdoria,Cagliari,1,0,H,9,8,6,1,9,17,3,5,1,2,0,0,1.75,3.6,5
Sassuolo,SPAL,1,1,D,6,5,2,3,18,14,3,5,4,1,1,0,1.95,3.4,4
Cagliari,Inter,2,1,H,12,19,5,7,12,8,1,5,5,3,0,0,5.25,3.7,1.7
Empoli,Parma,3,3,D,13,7,9,7,10,17,8,2,1,3,0,0,2,3.5,3.75
Lazio,Roma,3,0,H,6,7,4,3,13,15,5,7,4,5,0,1,2.37,3.5,3
Milan,Sassuolo,1,0,H,7,11,4,6,20,9,6,6,3,0,0,1,1.5,4.2,7
Atalanta,Fiorentina,3,1,H,17,7,10,4,9,16,8,5,4,2,0,0,1.85,3.75,4.2
Genoa,Frosinone,0,0,D,10,3,6,0,15,16,8,2,2,4,0,1,1.66,3.6,5.75
Napoli,Juventus,1,2,A,13,4,5,3,10,14,12,4,3,6,1,1,2.3,3.2,3.2
SPAL,Sampdoria,1,2,A,8,14,2,10,10,14,5,4,2,3,1,0,2.8,3.1,2.7
Torino,Chievo,3,0,H,9,9,6,5,10,18,7,4,1,4,0,0,1.44,4.33,8
Udinese,Bologna,2,1,H,11,11,6,9,21,20,6,6,3,3,0,0,2.8,3,2.8
Juventus,Udinese,4,1,H,15,4,6,2,7,9,5,0,0,3,0,0,1.36,4.75,9.5
Chievo,Milan,1,2,A,5,9,1,3,20,13,4,1,3,1,0,0,6,4,1.55
Parma,Genoa,1,0,H,8,8,4,1,12,12,4,5,2,1,0,0,2.8,3.1,2.7
Bologna,Cagliari,2,0,H,17,7,8,6,16,21,8,3,0,0,0,0,1.95,3.1,4.75
